COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_ELEMENTO;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;CENTRO;COD_VIAL;CLASE_VIAL;PARTICULAS_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;HORARIO;OBSERVACIONES;;;;
376;Contenedor de ropa;;;;Calle   Dr. Esquerdo, 60 ;;;MADRID;Calle ;;Dr. Esquerdo;número;60;;;;Retiro;443188,26;4474236,60;40.416779;-3.669436;;;;;;
377;Contenedor de ropa;;;;Calle   Ibiza, 15 ;;;MADRID;Calle ;;Ibiza;número;15;;;;Retiro;442569,97;4474441,76;40.418402;-3.677129;;;;;;
378;Contenedor de ropa;;;;Calle   Alcalde Sainz de Baranda, 38 ;;;MADRID;Calle ;;Alcalde Sainz de Baranda;número;38;;;;Retiro;442856,28;4474313,15;40.416787;-3.673526;;;;;;
379;Contenedor de ropa;;;;Calle   Narvaez, 38 ;;;MADRID;Calle ;;Narvaez;número;38;;;;Retiro;442631,60;4474654,12;40.420501;-3.676152;;;;;;
380;Contenedor de ropa;;;;Calle   Narvaez, 74 ;;;MADRID;Calle ;;Narvaez;número;74;;;;Retiro;442601,91;4474297,05;40.417155;-3.676479;;;;;;
381;Contenedor de ropa;;;;Calle   Pio Baroja, 8 ;;Centro de Mayores Pio Baroja;MADRID;Calle ;;Pio Baroja;número;8;;;;Retiro;442761,40;4473846,93;40.413193;-3.674619;;;;;;
382;Contenedor de ropa;;;;Calle   Doce de Octubre, 19 ;;;MADRID;Calle ;;Doce de Octubre;número;19;;;;Retiro;442739,25;4474150,08;40.415913;-3.674991;;;;;;
383;Contenedor de ropa;;;;Calle   Antonio Diaz - Cañabate, 32 ;;;MADRID;Calle ;;Antonio Diaz - Cañabate;número;32;;;;Retiro;442844,27;4473199,06;40.407218;-3.673702;;;;;;
384;Contenedor de ropa;;;;Avenida del Mediterráneo, 15 ;;;MADRID;Avenida;del;Mediterráneo;número;15;;;;Retiro;442661,84;4473201,70;40.407365;-3.675665;;;;;;
385;Contenedor de ropa;;;;Calle de los  Reyes Magos 7, 5 esq. Avenida del Mediterraneo;esq. Avenida del Mediterraneo;;MADRID;Calle;de los ;Reyes Magos 7;número;5;;;;Retiro;442598,00;4473469,79;40.409172;-3.676494;;;;;;
386;Contenedor de ropa;;;;Calle  Conde de Cartagena, 2 ;;;MADRID;Calle;;Conde de Cartagena;número;2;;;;Retiro;442605,49;4473369,30;40.409273;-3.676892;;;;;;
387;Contenedor de ropa;;;;Plaza  Mariano de Cavia, 1 ;;;MADRID;Plaza;;Mariano de Cavia;número;1;;;;Retiro;442446,74;4473253,92;40.407217;-3.678257;;;;;;
388;Contenedor de ropa;;;;Calle  luis peidro, 2 ;;Centro Sociocultural Luis Peidro;MADRID;Calle;;luis peidro;número;2;;;;Retiro;442842,26;4472039,86;40.397;-3.67352;;;;;;
389;Contenedor de ropa;;;;Calle  Minerva, 70 Día;;Día;MADRID;Calle;;Minerva;número;70;;;;Vicalvaro;448418,76;4471889,82;40.39532;-3.607771;;;;;;
390;Contenedor de ropa;;;;Calle del Campo de la Torre, 14 ;;;MADRID;Calle;del;Campo de la Torre;número;14;;;;Vicalvaro;448560,48;4472097,76;40.397202;-3.606118;;;;;;
391;Contenedor de ropa;;;;Calle   Bulevar Jose Prat, 25 ;;;MADRID;Calle ;;Bulevar Jose Prat;número;25;;;;Vicalvaro;447285,31;4472162,78;40.397708;-3.621148;;;;;;
392;Contenedor de ropa;;;;Avenida  Gran Via del Este, 14 ;;Fundacion Juan XXIII Roncalli;MADRID;Avenida;;Gran Via del Este;número;14;;;;Vicalvaro;449325,47;4472607,07;40.401837;-3.597145;;;;;;
393;Contenedor de ropa;;;;Calle  Pedernal, 1 ;;IES Villablanca/Mercadillo en la vía pública de la calle Villablanca;MADRID;Calle;;Pedernal;número;1;;;;Vicalvaro;449222,30;4473023,49;40.405582;-3.598394;;;;;;
394;Contenedor de ropa;;;;Calle  Sepiolita, 6 ;;Punto Limpio Fijo Vicálvaro;MADRID;Calle;;Sepiolita;número;6;;;;Vicalvaro;449197,02;4473081,71;40.395106;-3.607987;;;;;;
395;Contenedor de ropa;;;;Calle  Villablanca , 73 ;;Parroquia San Valentin y San Casimiro;MADRID;Calle;;Villablanca ;número;73;;;;Vicalvaro;448945,88;4473106,85;40.406316;-3.601658;;;;;;
396;Contenedor de ropa;;;;Calle  Villablanca , 23 ;;;MADRID;Calle;;Villablanca ;número;23;;;;Vicalvaro;448566,98;4473329,57;40.408299;-3.606141;;;;;;
397;Contenedor de ropa;;;;Calle  Casalareina, 27 ;;Plaza de la Vicalvarada;MADRID;Calle;;Casalareina;número;27;;;;Vicalvaro;447863,85;4473329,87;40.408258;-3.614427;;;;;;
398;Contenedor de ropa;;;;Calle  Casalareina, 17 ;;;MADRID;Calle;;Casalareina;número;17;;;;Vicalvaro;448008,35;4473426,22;40.409135;-3.612732;;;;;;
399;Contenedor de ropa;;;;Calle  Villa Jimena, 75 ;;Iglesia de Vicalvaro;MADRID;Calle;;Villa Jimena;número;75;;;;Vicalvaro;448590,62;4473163,56;40.406805;-3.605849;;;;;;
400;Contenedor de ropa;;;;Calle  Villardondiego, 32 ;;Centro Cultural El Madroño;MADRID;Calle;;Villardondiego;número;32;;;;Vicalvaro;448382,54;4472911,95;40.405342;-3.608288;;;;;;
401;Contenedor de ropa;;;;Calle  Calahorra, 17 ;;;MADRID;Calle;;Calahorra;número;17;;;;Vicalvaro;447982,06;4473106,77;40.406949;-3.613039;;;;;;
402;Contenedor de ropa;;;;Calle  Tren de Arganda, 12 ;;Colegio Publico Valdebernardo;MADRID;Calle;;Tren de Arganda;número;12;;;;Vicalvaro;447540,98;4472756,84;40.403786;-3.619454;;;;;;
403;Contenedor de ropa;;;;Calle   Ladera de los Almendros, 2 ;;Centro Deportivo Municipal Valdebernardo;MADRID;Calle;; Ladera de los Almendros;número;2;;;;Vicalvaro;447131,31;4472799,63;40.404471;-3.622591;;;;;;
404;Contenedor de ropa;;;;Calle   Ladera de los Almendros, 44 ;;;MADRID;Calle;; Ladera de los Almendros;número;44;;;;Vicalvaro;446850,75;4472040,19;40.396576;-3.626258;;;;;;
405;Contenedor de ropa;;;;Calle  Indalecio Prieto, 44 ;;;MADRID;Calle;;Indalecio Prieto;número;44;;;;Vicalvaro;447119,97;4472052,05;40.3967;-3.623087;;;;;;
406;Contenedor de ropa;;;;Bulevar  Indalecio Prieto, 19 ;;Biblioteca Municipal Francisco Ayala;MADRID;Bulevar;;Indalecio Prieto;número;19;;;;Vicalvaro;447297,59;4472298,92;40.399946;-3.62122;;;;;;
407;Contenedor de ropa;;;;Calle  San Jose Prat, 95 ;;;MADRID;Calle;;San Jose Prat;número;95;;;;Vicalvaro;447362,38;4472053,79;40.396731;-3.620231;;;;;;
408;Contenedor de ropa;;;;Calle  San Cipriano, 30 ;;Cementerio;MADRID;Calle;;San Cipriano;número;30;;;;Vicalvaro;448972,83;4472815,49;40.403693;-3.601317;;;;;;
409;Contenedor de ropa;;;;Paseo de la  Castellana, 2 ;;;MADRID;Paseo;de la ;Castellana;número;2;;;;Vicalvaro;441490,92;4475381,38;40.426315;-3.689716;;;;;;
410;Contenedor de ropa;;;;Calle  Encomienda de Palacios, 332 ;;Parroquia Santa Maria del Camino;MADRID;Calle;;Encomienda de Palacios;número;332;;;;Moratalaz;446067,28;4472144,58;40.397466;-3.635498;;;;;;
411;Contenedor de ropa;;;;Calle  Fuente Carrantona, 8 ;;Junta Municipal Distrito;MADRID;Calle;;Fuente Carrantona;número;8;;;;Moratalaz;445927,97;4472268,91;40.398577;-3.63715;;;;;;
412;Contenedor de ropa;;;;Calle  Fuente Carrantona, 10 ;;;MADRID;Calle;;Fuente Carrantona;número;10;;;;Moratalaz;445963,23;4472345,58;40.39927;-3.636741;;;;;;
413;Contenedor de ropa;;;;Calle  Tacona, 71 ;;;MADRID;Calle;;Tacona;número;71;;;;Moratalaz;445672,31;4472206,26;40.397996;-3.640157;;;;;;
414;Contenedor de ropa;;;;Calle  Encomienda de palacios, 190 ;;Centro Alzehimer Nicanor Barroso;MADRID;Calle;;Encomienda de palacios;número;190;;;;Moratalaz;445528,01;4472320,65;40.399017;-3.641867;;;;;;
415;Contenedor de ropa;;;;Calle  Encomienda de palacios, 156 ;;;MADRID;Calle;;Encomienda de palacios;número;156;;;;Moratalaz;445514,12;4472430,42;40.400005;-3.64204;;;;;;
416;Contenedor de ropa;;;;Calle  Encomienda de palacios, 8 ;;CPK La Bankarrota;MADRID;Calle;;Encomienda de palacios;número;8;;;;Moratalaz;445174,79;4472507,83;40.40068;-3.646045;;;;;;
417;Contenedor de ropa;;;;Calle  Corregidor Juan Francisco de Lujan, 85 ;;;MADRID;Calle;;Corregidor Juan Francisco de Lujan;número;85;;;;Moratalaz;445162,60;4472627,91;40.401761;-3.646199;;;;;;
418;Contenedor de ropa;;;;Calle  Corregidor Alonso de Tobar, 8 ;;;MADRID;Calle;;Corregidor Alonso de Tobar;número;8;;;;Moratalaz;444971,02;4472796,83;40.40327;-3.648471;;;;;;
419;Contenedor de ropa;;;;Calle  Hacienda de Pavones, 4 ;;Hacienda de Pavones;MADRID;Calle;;Hacienda de Pavones;número;4;;;;Moratalaz;444787,39;4473007,32;40.405154;-3.650653;;;;;;
420;Contenedor de ropa;;;;Calle  Arroyo Belincoso, 11 ;;Biblioteca Publica Municipal Miguel Delives;MADRID;Calle;;Arroyo Belincoso;número;11;;;;Moratalaz;444599,61;4473447,34;40.4098;-3.65294;Lunes a Viernes 8:30 a 21:00;;;;;
421;Contenedor de ropa;;;;Calle  camino de vinateros, 104 ;;Colegio Publico Manuel Sainz de Vicuña;MADRID;Calle;;camino de vinateros;número;104;;;;Moratalaz;444853,05;4473402,12;40.409999;-3.650886;;;;;;
422;Contenedor de ropa;;;;Calle  Marroquina, 26 ;;;MADRID;Calle;;Marroquina;número;26;;;;Moratalaz;444927,21;4473291,80;40.407726;-3.64903;;;;;;
423;Contenedor de ropa;;;;Calle  Entre Arroyos, 33 ;;;MADRID;Calle;;Entre Arroyos;número;33;;;;Moratalaz;444467,26;4473318,45;40.40863;-3.65449;;;;;;
424;Contenedor de ropa;;;;Calle del arroyo de la media legua, 1 ;;Parroquia Nuestra Señora de Moratalaz;MADRID;Calle;del;arroyo de la media legua;número;1;;;;Moratalaz;444158,64;4473291,27;40.40767;-3.658087;;;;;;
425;Contenedor de ropa;;;;Calle  Corregidor Diego de Valderrabano, 10 ;;;MADRID;Calle;;Corregidor Diego de Valderrabano;número;10;;;;Moratalaz;444013,52;4473351,73;40.409517;-3.65983;;;;;;
426;Contenedor de ropa;;;;Calle  Corregidor Diego de Valderrabano, 25 ;;;MADRID;Calle;;Corregidor Diego de Valderrabano;número;25;;;;Moratalaz;444141,50;4473678,21;40.412111;-3.658053;;;;;;
427;Contenedor de ropa;;;;Camino  Vinateros, 9 ;;;MADRID;Camino;;Vinateros;número;9;;;;Moratalaz;444230,23;4473641,30;40.410828;-3.657274;;;;;;
428;Contenedor de ropa;;;;Calle  alcalde garrido juaristi, 17 ;;Centro Deportivo Municipal La Elipa;MADRID;Calle;;alcalde garrido juaristi;número;17;;;;Moratalaz;444495,20;4473900,92;40.415786;-3.655636;;;;;;
429;Contenedor de ropa;;;;Calle del arroyo de la media legua, 58 ;;Punto Limpio Fijo Moratalaz;MADRID;Calle;del;arroyo de la media legua;número;58;;;;Moratalaz;444452,33;4473702,26;40.411392;-3.654662;;;;;;
430;Contenedor de ropa;;;;Calle  Marroquina, 70 ;;Parroquia Natividad de Nuestra Señora;MADRID;Calle;;Marroquina;número;70;;;;Moratalaz;444926,37;4473215,12;40.409489;-3.646966;;;;;;
431;Contenedor de ropa;;;;Avenida  Moratalaz, 130 ;;Centro Cultural El Torito;MADRID;Avenida;;Moratalaz;número;130;;;;Moratalaz;445145,00;4473031,41;40.406445;-3.646734;;;;;;
432;Contenedor de ropa;;;;Avenida  Moratalaz, 150 ;;;MADRID;Avenida;;Moratalaz;número;150;;;;Moratalaz;445053,22;4473243,81;40.407302;-3.647541;;;;;;
433;Contenedor de ropa;;;;Avenida  Moratalaz, 184 ;;;MADRID;Avenida;;Moratalaz;número;184;;;;Moratalaz;445394,96;4473351,57;40.409308;-3.643112;;;;;;
434;Contenedor de ropa;;;;Calle  Antonio Cumella, 10 ;;;MADRID;Calle;;Antonio Cumella;número;10;;;;Moratalaz;445995,05;4473500,14;40.410458;-3.636165;;;;;;
435;Contenedor de ropa;;;;Calle  Merida, 4 ;;;MADRID;Calle;;Merida;número;4;;;;Moratalaz;445976,13;4473253,31;40.407448;-3.636666;;;;;;
436;Contenedor de ropa;;;;Calle  Luis de Hoyos Sainz, 76 ;;Colegio Publico Pio Baroja;MADRID;Calle;;Luis de Hoyos Sainz;número;76;;;;Moratalaz;445942,37;4472774,68;40.404789;-3.637517;;;;;;
437;Contenedor de ropa;;;;Calle  Pico de los Artilleros, 82 ;;Parroquia Visitacion de Nuestra Señora;MADRID;Calle;;Pico de los Artilleros;número;82;;;;Moratalaz;445693,29;4473164,85;40.4074;-3.639716;;;;;;
438;Contenedor de ropa;;;;Calle  Hacienda de Pavones, 224 ;;;MADRID;Calle;;Hacienda de Pavones;número;224;;;;Moratalaz;445714,71;4472611,69;40.401651;-3.639692;;;;;;
439;Contenedor de ropa;;;;Calle la Cañada, 36 ;;;MADRID;Calle;la;Cañada;número;36;;;;Moratalaz;445317,18;4473029,52;40.405389;-3.644412;;;;;;
440;Contenedor de ropa;;;;Calle  Hacienda de Pavones, 231 ;;Farmacia Ortopedia Fuente Carrantona;MADRID;Calle;;Hacienda de Pavones;número;231;;;;Moratalaz;446152,79;4472416,39;40.400399;-3.634234;;;;;;
441;Contenedor de ropa;;;;Calle  Valdebernardo, 27 ;;Residencia San Francisco de Paula;MADRID;Calle;;Valdebernardo;número;27;;;;Moratalaz;446376,25;4472497,75;40.400992;-3.631843;;;;;;
442;Contenedor de ropa;;;;Calle  Luis de Hoyos Sainz, 170 ;;Colegio Gredos San Diego;MADRID;Calle;;Luis de Hoyos Sainz;número;170;;;;Moratalaz;446684,72;4472750,66;40.403817;-3.629083;;;;;;
443;Contenedor de ropa;;;;Calle  Cañon del Rio lobos, 6 ;;Instalacion Deportiva Municipal Lili Alvarez;MADRID;Calle;;Cañon del Rio lobos;número;6;;;;Moratalaz;446612,67;4473023,82;40.406089;-3.629022;;;;;;
444;Contenedor de ropa;;;;Avenida  Moratalaz, 37 ;;;MADRID;Avenida;;Moratalaz;número;37;;;;Moratalaz;444072,20;4473261,16;40.407393;-3.659103;;;;;;
445;Contenedor de ropa;;;;Calle  Dt, Garcia Tapies, 122 ;;;MADRID;Calle;;Dt, Garcia Tapies;número;122;;;;Moratalaz;444982,87;4473501,81;40.406316;-3.601658;;;;;;
446;Contenedor de ropa;;;;Calle del Padre Claret, 13 ;;;MADRID;Calle;del;Padre Claret;número;13;;;;Chamartin;443632,10;4477647,43;40.446876;-3.664678;;;;;;
447;Contenedor de ropa;;;;Calle  Dracena, 16 ;;;MADRID;Calle;;Dracena;número;16;;;;Chamartin;443116,68;4479429,71;40.462896;-3.670915;;;;;;
448;Contenedor de ropa;;;;Calle  Torrelaguna, 35 ;;;MADRID;Calle;;Torrelaguna;número;35;;;;Ciudad Lineal;444614,15;4477100,49;40.442015;-3.653051;;;;;;
449;Contenedor de ropa;;;;Calle  Torrelaguna, 5 ;;;MADRID;Calle;;Torrelaguna;número;5;;;;Ciudad Lineal;444840,66;4476946,74;40.440645;-3.650367;;;;;;
450;Contenedor de ropa;;;;Calle  Julian Hernandez, 19 ;;;MADRID;Calle;;Julian Hernandez;número;19;;;;Ciudad Lineal;444738,30;4478546,02;40.455045;-3.651713;;;;;;
451;Contenedor de ropa;;;;Avenida  Badajoz, 13 ;;;MADRID;Avenida;;Badajoz;número;13;;;;Ciudad Lineal;444623,69;4477243,40;40.443303;-3.652951;;;;;;
452;Contenedor de ropa;;;;Calle  Agastia, 31 ;;;MADRID;Calle;;Agastia;número;31;;;;Ciudad Lineal;444712,38;4477561,90;40.446178;-3.651933;;;;;;
453;Contenedor de ropa;;;;Calle  Donostiarra, 23 ;;;MADRID;Calle;;Donostiarra;número;23;;;;Ciudad Lineal;444299,46;4476311,33;40.434885;-3.656692;;;;;;
454;Contenedor de ropa;;;;Avenida de la Aurora Boreal, 15 ;;;MADRID;Avenida;de la;Aurora Boreal;número;15;;;;Vicalvaro;448728,18;4472283,00;40.398881;-3.604157;;;;;;
455;Contenedor de ropa;;;;Calle  Fuente de San Jorge, 2 ;;;MADRID;Calle;;Fuente de San Jorge;número;2;;;;Vicalvaro;448618,18;4472590,68;40.401646;-3.605478;;;;;;
456;Contenedor de ropa;;;;Calle  fuente carrantona, 38 ;;;MADRID;Calle;;fuente carrantona;número;38;;;;Moratalaz;446574,81;4473538,98;40.41006;-3.629635;;;;;;
457;Contenedor de ropa;;;;Calle  Pico de los Artilleros, 152 ;;;MADRID;Calle;;Pico de los Artilleros;número;152;;;;Moratalaz;445433,32;4472836,97;40.403662;-3.643027;;;;;;
458;Contenedor de ropa;;;;Calle de Eduardo Barreiros, 106 ;;Base Punto Limpio movil;MADRID;Calle;de;Eduardo Barreiros;número;106;;;;Villaverde;440400,86;4468051,25;40.360206;-3.701879;;;;;;
459;Contenedor de ropa;;;;Calle de Eduardo Barreiros, 106 ;;Base Punto Limpio movil;MADRID;Calle;de;Eduardo Barreiros;número;106;;;;Villaverde;440400,86;4468051,25;40.360206;-3.701879;;;;;;
460;Contenedor de ropa;;;;Calle  Bascuñuelos, 3 ;;Punto Limpio Fijo;;Calle;;Bascuñuelos;;3;;;;VILLAVERDE;439739,10;4465602,20;40.33879;-3.70948;Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.;;;;;
461;Contenedor de ropa;;;;Calle  Domingo Párraga, 24 ;;;;Calle;;Domingo Párraga;;24;;;;VILLAVERDE;439858,50;4465979,80;40.3422;-3.70811;;;;;;
462;Contenedor de ropa;;;;Calle  Domingo Párraga, 52 ;;;;Calle;;Domingo Párraga;;52;;;;VILLAVERDE;439438,90;4465978,70;40.34216;-3.71305;;;;;;
463;Contenedor de ropa;;;;Paseo  Alberto Palacios, 79 ;;;;Paseo;;Alberto Palacios;;79;;;;VILLAVERDE;439107,70;4466088,00;40.34312;-3.71696;;;;;;
464;Contenedor de ropa;;;;Paseo  Alberto Palacios, 60 ;;;;Paseo;;Alberto Palacios;;60;;;;VILLAVERDE;439147,90;4466123,20;40.34344;-3.71649;;;;;;
465;Contenedor de ropa;;;;Calle  Doctor Martín Arevalo, 55 ;;;;Calle;;Doctor Martín Arevalo;;55;;;;VILLAVERDE;439861,40;4466448,20;40.34642;-3.70812;;;;;;
466;Contenedor de ropa;;;;Calle  Palomares, 8 ;;;;Calle;;Palomares;;8;;;;VILLAVERDE;439790,20;4466577,50;40.34758;-3.70897;;;;;;
467;Contenedor de ropa;;;;Calle  Arroyo Bueno, 16 ;;;;Calle;;Arroyo Bueno;;16;;;;VILLAVERDE;439875,60;4466736,70;40.34902;-3.70798;;;;;;
468;Contenedor de ropa;;;;Calle  Villalonso, 13 ;;;;Calle;;Villalonso;;13;;;;VILLAVERDE;439873,30;4466768,90;40.34931;-3.70801;;;;;;
469;Contenedor de ropa;;;;Calle  Villalonso, 12 ;;"Centro de Mayores ""Villalonso""";;Calle;;Villalonso;;12;;;;VILLAVERDE;439785,30;4466807,40;40.34965;-3.70905;;;;;;
470;Contenedor de ropa;;;;Calle  San Jenaro, 3 ;;;;Calle;;San Jenaro;;3;;;;VILLAVERDE;440251,10;4466753,70;40.3492;-3.70356;;;;;;
471;Contenedor de ropa;;;;Calle  Alcocer, 35 ;;;;Calle;;Alcocer;;35;;;;VILLAVERDE;440432,40;4466801,10;40.34964; -3.70143;Todo el dia;;;;;
472;Contenedor de ropa;;;;Paseo  Talleres, 8 frente;frente;;;Paseo;;Talleres;;8;;;;VILLAVERDE;440572,20;4466760,00;40.34928;-3.69978;;;;;;
473;Contenedor de ropa;;;;Calle  Alcocer, 22 ;;;;Calle;;Alcocer;;22;;;;VILLAVERDE;440800,00;4466885,90;40.35043; -3.69711;;;;;;
474;Contenedor de ropa;;;;Calle  María Martínez Oviol, 12 ;;Centro Socio-Cultural Santa Petronila;;Calle;;María Martínez Oviol;;12;;;;VILLAVERDE;441277,60;4466931,00;40.35087;-3.69149;;;;;;
475;Contenedor de ropa;;;;Calle  Ctra Villaverde a Vallecas, 19 ;;"Centro Deportivo Municipal ""El Espinillo""";;Calle;;Ctra Villaverde a Vallecas;;19;;;;VILLAVERDE;441694,90;4467517,20;40.35618;-3.68663;;;;;;
476;Contenedor de ropa;;;;Calle  Concepción de la Oliva, 1 ;;"Centro de Mayores ""La Platanera""";;Calle;;Concepción de la Oliva;;1;;;;VILLAVERDE;441749,00;4467375,80;40.35491;-3.68598;Todo el dia;;;;;
477;Contenedor de ropa;;;;Calle  Juan José Martínez Seco , 76 ;;;;Calle;;Juan José Martínez Seco ;;76;;;;VILLAVERDE;441813,69;4467065,60;40.35212;-3.68519;Lunes a Domingo 9:30 a 21:45;;;;;
478;Contenedor de ropa;;;;Calle  Diamante , 34 ;;;;Calle;;Diamante ;;34;;;;VILLAVERDE;441710,10;4466955,40;40.35112;-3.6864;Lunes a Viernes  09:00 a 21:00. Sabados y Domingos 10:00 a 20:30;;;;;
479;Contenedor de ropa;;;;Calle  Eduardo Minguito , 10 ;;"Centro Servicios Sociales ""Eduardo Minguito""";;Calle;;Eduardo Minguito ;;10;;;;VILLAVERDE;441463,10;4466643,10;40.34829;-3.68928;;;;;;
480;Contenedor de ropa;;;;Plaza  Plaza Pinazo , 9 ;;"Centro Cultural ""San Cristobal De Los Ángeles""";;Plaza;;Plaza Pinazo ;;9;;;;VILLAVERDE;441274,70;4466021,90;40.34268;-3.69144;;;;;;
481;Contenedor de ropa;;;;Calle  Benimanet , s/n ;;"Centro Deportivo Municipal ""Raúl González""";;Calle;;Benimanet ;;s/n;;;;VILLAVERDE;441712,90;4466119,50;40.34359;-3.68629;;;;;;
482;Contenedor de ropa;;;;Calle  Benimanet , 95 ;;;;Calle;;Benimanet ;;95;;;;VILLAVERDE;441584,50;4465874,00;40.34137;-3.68778;Lunes a Viernes 9:00 a 14:00 y de 15:00 a 19:00;;;;;
483;Contenedor de ropa;;;;Avenida  Marconi,  ;;"Instalación Deportiva Básica ""Colonia Marconi""";;Avenida;;Marconi;;;;;;VILLAVERDE;440917,30;4465064,50;40.33403;-3.69556;Todo el dia;;;;;
484;Contenedor de ropa;;;;Acceso   Colonia Marconi,  ;;"Centro Cultural ""Marconi""";;Acceso;; Colonia Marconi;;;;;;VILLAVERDE;440483,90;4465046,80;40.33384;-3.70066;Lunes a Viernes 10:00 a 20:30. Sabados y Domingos 10:00 a 14:30;;;;;
485;Contenedor de ropa;;;;Calle  Anoeta , 41 ;;;;Calle;;Anoeta ;;41;;;;VILLAVERDE;440484,20;4467011,60;40.35154;-3.70084;;;;;;
486;Contenedor de ropa;;;;Calle  Arama , 6 frente;frente;;;Calle;;Arama ;;6;;;;VILLAVERDE;440685,80;4467058,80;40.35198;-3.69847;;;;;;
487;Contenedor de ropa;;;;Calle  Anoeta , 19 ;;;;Calle;;Anoeta ;;19;;;;VILLAVERDE;440885,80;4467107,20;40.35243;-3.69612;Lunes a Jueves 9:30 a 13:30 y de 16:30 a 19:30. Viernes y Julio  9:00 a 14:00;;;;;
488;Contenedor de ropa;;;;Calle  Hermandad Donantes Sangre , 9 ;;"Instalación Deportiva Básica ""Euskalduna""";;Calle;;Hermandad Donantes Sangre ;;9;;;;VILLAVERDE;440467,30;4467347,00;40.35456;-3.70107;Lunes a Jueves 9:30 a 13:30 y de 16:30 a 19:30. Viernes 9:30 a 13:30;;;;;
489;Contenedor de ropa;;;;Calle  Hermandad Donantes Sangre , 53 ;;;;Calle;;Hermandad Donantes Sangre ;;53;;;;VILLAVERDE;440575,40;4467385,00;40.35491;-3.6998;;;;;;
490;Contenedor de ropa;;;;Calle  Huesped del Sevillano , 9 ;;;;Calle;;Huesped del Sevillano ;;9;;;;VILLAVERDE;440695,50;4467536,10;40.35628; -3.6984;;;;;;
491;Contenedor de ropa;;;;Calle  Manojo de Rosas , 44 ;;;;Calle;;Manojo de Rosas ;;44;;;;VILLAVERDE;440770,70;4467807,50;40.35873; -3.69754;;;;;;
492;Contenedor de ropa;;;;Calle  Corte del Faraon , 35 ;;;;Calle;;Corte del Faraon ;;35;;;;VILLAVERDE;440567,00;4468142,10;40.36173; -3.69997;;;;;;
493;Contenedor de ropa;;;;Calle  Menasalbas , 8 ;;;;Calle;;Menasalbas ;;8;;;;VILLAVERDE;440721,20;4468199,70;40.36226;-3.69816;;;;;;
494;Contenedor de ropa;;;;Calle  Menasalbas , 13 ;;;;Calle;;Menasalbas ;;13;;;;VILLAVERDE;440847,50;4468282,00;40.36301;-3.69668;"Lunes a Viernes; Sábados, domingos y festivos 10:00 a 21:00 ";;;;;
495;Contenedor de ropa;;;;Calle  Verbena de la Paloma , 5 ;;;;Calle;;Verbena de la Paloma ;;5;;;;VILLAVERDE;440953,60;4467958,10;40.3601;-3.6954;;;;;;
496;Contenedor de ropa;;;;Calle  Verbena de la Paloma , 21 ;;;;Calle;;Verbena de la Paloma ;;21;;;;VILLAVERDE;440911,50;4467789,70;40.35858;-3.69588;;;;;;
497;Contenedor de ropa;;;;Calle  Gigantes y Cabezudos , 26 ;;;;Calle;;Gigantes y Cabezudos ;;26;;;;VILLAVERDE;441079,30;4467747,30;40.35821;-3.6939;;;;;;
498;Contenedor de ropa;;;;Calle  Pan y Toros , 37 ;;;;Calle;;Pan y Toros ;;37;;;;VILLAVERDE;441045,80;4467695,40;40.35774;-3.69429;;;;;;
499;Contenedor de ropa;;;;Calle  Ciudadania, 4 frente;frente;;;Calle;;Ciudadania;;4;;;;VILLAVERDE;441224,50;4467737,30;40.35813;-3.69219;;;;;;
500;Contenedor de ropa;;;;Calle  María Oure, 1 ;;;;Calle;;María Oure;;1;;;;VILLAVERDE;441335,30;4467908,50;40.35968;-3.6909;;;;;;
501;Contenedor de ropa;;;;Avenida  Orovilla , 43 ;;;;Avenida;;Orovilla ;;43;;;;VILLAVERDE;441466,20;4468027,30;40.36076;-3.68937;;;;;;
502;Contenedor de ropa;;;;Calle  Berrocal, 9 ;;;;Calle;;Berrocal;;9;;;;VILLAVERDE;441573,10;4468119,80;40.3616; -3.68812;;;;;;
503;Contenedor de ropa;;;;Avenida  Avenida Felicidad , 37 ;;;;Avenida;;Avenida Felicidad ;;37;;;;VILLAVERDE;441672,90;4467855,90;40.35923;-3.68692;;;;;;
504;Contenedor de ropa;;;;Calle  Alianza , 20 ;;;;Calle;;Alianza ;;20;;;;VILLAVERDE;441696,80;4467651,50;40.35739;-3.68662;;;;;;
505;Contenedor de ropa;;;;Calle  Alianza , 4 ;;"Centro Deportivo Municipal ""Felix Rubio""";;Calle;;Alianza ;;4;;;;VILLAVERDE;441532,30;4467679,40;40.35763;-3.68856;;;;;;
506;Contenedor de ropa;;;;Calle  Los Bohemios , 1 ;;"Centro Cultural ""Bohemios""";;Calle;;Los Bohemios ;;1;;;;VILLAVERDE;441066,70;4467546,50;40.3564;-3.69403;;;;;;
